seed,main_blimp_accuracy,rt_supervised_blimp_accuracy,rt_supervised_minus_main_blimp_accuracy,main_syntaxgym_accuracy,rt_supervised_syntaxgym_accuracy,rt_supervised_minus_main_syntaxgym_accuracy,main_fillergap_accuracy,rt_supervised_fillergap_accuracy,rt_supervised_minus_main_fillergap_accuracy,main_naturalstories_delta_r2_gate,rt_supervised_naturalstories_delta_r2_gate,rt_supervised_minus_main_naturalstories_delta_r2_gate,main_naturalstories_delta_r2_gate_matched_surprisal,rt_supervised_naturalstories_delta_r2_gate_matched_surprisal,rt_supervised_minus_main_naturalstories_delta_r2_gate_matched_surprisal,main_naturalstories_delta_r2_gate_flexible_surprisal,rt_supervised_naturalstories_delta_r2_gate_flexible_surprisal,rt_supervised_minus_main_naturalstories_delta_r2_gate_flexible_surprisal,main_naturalstories_cv_by_story_delta_r2_gate_flexible_surprisal,rt_supervised_naturalstories_cv_by_story_delta_r2_gate_flexible_surprisal,rt_supervised_minus_main_naturalstories_cv_by_story_delta_r2_gate_flexible_surprisal
23,0.8949253731343284,0.8950746268656716,0.00014925373134322406,0.7326388888888888,0.7013888888888888,-0.03125,0.981875,0.991875,0.009999999999999898,0.001522615596261656,0.00953107921581875,0.008008463619557094,0.0014916580764686715,0.009442793172857011,0.00795113509638834,0.0012030085992718043,0.008678596494219426,0.007475587894947622,0.0036786744170462793,0.0063906818642052166,0.0027120074471589373
29,0.9245522388059702,0.9316417910447761,0.0070895522388059184,0.7847222222222222,0.8472222222222222,0.0625,0.99625,0.99625,0.0,0.00431819431039826,0.015826789155386267,0.011508594844988007,0.004207780391254801,0.015560216652935943,0.011352436261681143,0.004681539317880734,0.01403498519966817,0.009353445881787437,0.008755228681773364,0.020835277104754968,0.012080048422981604
31,0.9297014925373134,0.9002985074626866,-0.029402985074626797,0.7986111111111112,0.6458333333333334,-0.1527777777777778,0.996875,0.983125,-0.013749999999999929,0.007899281087042631,0.011498484023692468,0.003599202936649837,0.007798411024068308,0.011330658136885052,0.0035322471128167443,0.0079033080791171,0.010486204313082115,0.0025828962339650152,0.014127669488608774,0.10747215318811687,0.0933444836995081
